Vardas              Pavarde             ND1	   ND2	   ND3	   ND4	   ND5	   ND6	   ND7	   ND8	   ND9	   ND10	  Egz.
Vardas4351          Pavarde4351         4    	5    	9    	4    	6    	6    	3    	6    	4    	2    	9    	
Vardas4352          Pavarde4352         6    	8    	6    	1    	9    	9    	2    	10   	9    	9    	2    	
Vardas4353          Pavarde4353         7    	1    	5    	2    	9    	10   	9    	7    	9    	9    	4    	
Vardas4354          Pavarde4354         10   	10   	1    	2    	7    	1    	8    	5    	10   	9    	7    	
Vardas4355          Pavarde4355         7    	4    	3    	4    	8    	7    	1    	7    	1    	2    	2    	
Vardas4356          Pavarde4356         4    	7    	9    	1    	9    	10   	2    	6    	7    	9    	7    	
Vardas4357          Pavarde4357         5    	2    	8    	9    	8    	9    	7    	9    	10   	8    	7    	
Vardas4358          Pavarde4358         6    	9    	10   	4    	8    	1    	7    	2    	2    	4    	7    	
Vardas4359          Pavarde4359         6    	1    	8    	4    	10   	8    	5    	2    	1    	1    	8    	
Vardas4360          Pavarde4360         1    	10   	4    	4    	5    	9    	1    	7    	6    	9    	6    	
Vardas4361          Pavarde4361         5    	7    	4    	3    	6    	9    	6    	10   	2    	3    	8    	
Vardas4362          Pavarde4362         3    	5    	5    	2    	7    	6    	7    	2    	4    	7    	3    	
Vardas4363          Pavarde4363         7    	8    	10   	3    	2    	5    	7    	1    	7    	6    	2    	
Vardas4364          Pavarde4364         6    	2    	2    	8    	3    	10   	3    	3    	2    	8    	5    	
Vardas4365          Pavarde4365         9    	1    	6    	7    	4    	7    	3    	6    	2    	1    	7    	
Vardas4366          Pavarde4366         9    	5    	9    	2    	3    	9    	3    	4    	4    	9    	7    	
Vardas4367          Pavarde4367         10   	3    	3    	7    	6    	1    	2    	7    	4    	1    	9    	
Vardas4368          Pavarde4368         6    	8    	6    	5    	4    	7    	1    	5    	3    	7    	5    	
Vardas4369          Pavarde4369         6    	2    	5    	4    	6    	1    	10   	5    	6    	7    	1    	
Vardas4370          Pavarde4370         9    	1    	10   	1    	8    	2    	7    	4    	1    	6    	4    	
Vardas4371          Pavarde4371         1    	2    	5    	2    	6    	1    	1    	5    	3    	5    	6    	
Vardas4372          Pavarde4372         6    	7    	2    	6    	1    	5    	1    	6    	5    	5    	4    	
Vardas4373          Pavarde4373         1    	10   	7    	7    	7    	9    	9    	4    	3    	1    	1    	
Vardas4374          Pavarde4374         4    	4    	6    	10   	7    	9    	6    	5    	1    	10   	3    	
Vardas4375          Pavarde4375         4    	4    	4    	2    	10   	3    	6    	2    	7    	9    	6    	
Vardas4376          Pavarde4376         6    	7    	3    	10   	6    	7    	4    	1    	8    	7    	9    	
Vardas4377          Pavarde4377         6    	8    	3    	8    	8    	6    	6    	4    	2    	4    	10   	
Vardas4378          Pavarde4378         3    	1    	6    	2    	6    	7    	7    	7    	6    	4    	7    	
Vardas4379          Pavarde4379         10   	9    	9    	6    	4    	1    	7    	4    	8    	7    	6    	
Vardas4380          Pavarde4380         9    	2    	9    	6    	1    	3    	9    	9    	3    	2    	2    	
Vardas4381          Pavarde4381         8    	5    	2    	2    	3    	4    	7    	3    	8    	5    	5    	
Vardas4382          Pavarde4382         9    	3    	1    	2    	10   	5    	1    	1    	3    	8    	4    	
Vardas4383          Pavarde4383         5    	9    	7    	6    	2    	3    	7    	6    	10   	9    	2    	
Vardas4384          Pavarde4384         8    	8    	4    	2    	2    	2    	8    	3    	9    	2    	1    	
Vardas4385          Pavarde4385         1    	2    	1    	5    	3    	10   	5    	9    	8    	4    	3    	
Vardas4386          Pavarde4386         6    	8    	9    	3    	7    	4    	8    	2    	2    	3    	9    	
Vardas4387          Pavarde4387         6    	4    	2    	9    	3    	1    	2    	1    	2    	1    	2    	
Vardas4388          Pavarde4388         1    	2    	5    	2    	10   	1    	4    	3    	6    	4    	4    	
Vardas4389          Pavarde4389         5    	4    	10   	3    	8    	6    	3    	9    	1    	5    	1    	
Vardas4390          Pavarde4390         5    	3    	9    	9    	7    	4    	4    	8    	5    	5    	7    	
Vardas4391          Pavarde4391         6    	5    	9    	3    	4    	7    	4    	4    	7    	8    	3    	
Vardas4392          Pavarde4392         5    	6    	7    	8    	5    	5    	9    	9    	4    	2    	1    	
Vardas4393          Pavarde4393         9    	1    	4    	7    	4    	7    	2    	9    	5    	6    	10   	
Vardas4394          Pavarde4394         6    	8    	3    	4    	2    	4    	4    	3    	7    	7    	10   	
Vardas4395          Pavarde4395         8    	8    	8    	10   	2    	6    	9    	7    	8    	5    	6    	
Vardas4396          Pavarde4396         8    	7    	10   	10   	9    	10   	3    	10   	4    	5    	6    	
Vardas4397          Pavarde4397         7    	4    	2    	8    	8    	10   	6    	8    	8    	5    	5    	
Vardas4398          Pavarde4398         4    	9    	5    	10   	1    	4    	2    	2    	6    	7    	1    	
Vardas4399          Pavarde4399         8    	5    	6    	4    	3    	6    	2    	9    	7    	6    	7    	
Vardas4400          Pavarde4400         2    	6    	5    	3    	6    	8    	6    	3    	10   	2    	2    	
Vardas4401          Pavarde4401         2    	5    	7    	8    	2    	10   	9    	2    	4    	4    	9    	
Vardas4402          Pavarde4402         8    	6    	3    	7    	2    	4    	1    	4    	9    	4    	10   	
Vardas4403          Pavarde4403         3    	2    	5    	4    	8    	9    	2    	8    	4    	3    	5    	
Vardas4404          Pavarde4404         9    	10   	6    	1    	9    	5    	8    	3    	6    	5    	9    	
Vardas4405          Pavarde4405         5    	6    	6    	2    	2    	4    	3    	1    	9    	10   	8    	
Vardas4406          Pavarde4406         4    	1    	5    	5    	2    	4    	10   	6    	7    	2    	5    	
Vardas4407          Pavarde4407         7    	2    	7    	7    	8    	6    	6    	5    	1    	2    	3    	
Vardas4408          Pavarde4408         5    	5    	4    	6    	4    	9    	1    	5    	4    	9    	6    	
Vardas4409          Pavarde4409         9    	6    	2    	3    	6    	1    	9    	7    	4    	2    	1    	
Vardas4410          Pavarde4410         7    	7    	10   	2    	3    	1    	7    	10   	3    	9    	6    	
Vardas4411          Pavarde4411         2    	1    	1    	2    	1    	6    	9    	10   	8    	3    	4    	
Vardas4412          Pavarde4412         4    	9    	7    	1    	2    	6    	7    	7    	10   	3    	5    	
Vardas4413          Pavarde4413         6    	5    	3    	5    	5    	10   	1    	4    	3    	4    	4    	
Vardas4414          Pavarde4414         9    	4    	1    	9    	2    	2    	5    	1    	4    	3    	3    	
Vardas4415          Pavarde4415         10   	2    	6    	6    	8    	10   	8    	8    	4    	3    	2    	
Vardas4416          Pavarde4416         2    	4    	8    	3    	5    	3    	9    	10   	6    	7    	9    	
Vardas4417          Pavarde4417         3    	9    	6    	9    	7    	8    	4    	8    	10   	9    	8    	
Vardas4418          Pavarde4418         7    	8    	1    	5    	10   	5    	5    	10   	9    	7    	2    	
Vardas4419          Pavarde4419         1    	1    	9    	3    	8    	4    	2    	5    	10   	4    	8    	
Vardas4420          Pavarde4420         8    	5    	6    	7    	10   	3    	7    	10   	8    	8    	1    	
Vardas4421          Pavarde4421         10   	4    	4    	3    	10   	2    	3    	5    	10   	2    	3    	
Vardas4422          Pavarde4422         9    	9    	6    	4    	1    	5    	9    	2    	2    	4    	3    	
Vardas4423          Pavarde4423         2    	4    	7    	8    	1    	2    	7    	1    	2    	4    	9    	
Vardas4424          Pavarde4424         4    	10   	8    	10   	6    	5    	2    	5    	1    	8    	8    	
Vardas4425          Pavarde4425         10   	6    	7    	7    	6    	4    	2    	8    	1    	9    	4    	
Vardas4426          Pavarde4426         2    	5    	2    	7    	4    	5    	4    	5    	9    	3    	2    	
Vardas4427          Pavarde4427         6    	10   	9    	6    	1    	2    	9    	1    	8    	7    	4    	
Vardas4428          Pavarde4428         9    	2    	8    	9    	9    	9    	4    	1    	9    	5    	7    	
Vardas4429          Pavarde4429         5    	9    	5    	2    	5    	8    	3    	3    	1    	8    	6    	
Vardas4430          Pavarde4430         9    	3    	9    	4    	8    	4    	1    	2    	8    	2    	10   	
Vardas4431          Pavarde4431         8    	1    	8    	7    	10   	9    	7    	4    	3    	1    	2    	
Vardas4432          Pavarde4432         2    	1    	2    	6    	8    	8    	10   	10   	3    	5    	8    	
Vardas4433          Pavarde4433         8    	5    	3    	3    	8    	7    	8    	3    	1    	8    	4    	
Vardas4434          Pavarde4434         8    	2    	6    	8    	6    	4    	4    	2    	10   	2    	2    	
Vardas4435          Pavarde4435         2    	4    	9    	3    	6    	7    	7    	5    	3    	7    	7    	
Vardas4436          Pavarde4436         4    	3    	4    	10   	1    	8    	3    	6    	10   	9    	1    	
Vardas4437          Pavarde4437         1    	4    	4    	9    	2    	4    	8    	1    	6    	2    	8    	
Vardas4438          Pavarde4438         5    	5    	3    	6    	2    	5    	10   	10   	3    	4    	4    	
Vardas4439          Pavarde4439         4    	9    	3    	4    	4    	8    	3    	1    	3    	6    	7    	
Vardas4440          Pavarde4440         7    	8    	3    	9    	2    	9    	9    	7    	5    	7    	7    	
Vardas4441          Pavarde4441         1    	3    	7    	10   	5    	10   	2    	10   	9    	7    	2    	
Vardas4442          Pavarde4442         3    	5    	10   	1    	6    	5    	7    	4    	3    	9    	3    	
Vardas4443          Pavarde4443         6    	5    	9    	1    	9    	5    	2    	8    	8    	7    	8    	
Vardas4444          Pavarde4444         9    	3    	4    	7    	7    	8    	3    	3    	6    	3    	4    	
Vardas4445          Pavarde4445         3    	8    	4    	3    	9    	6    	8    	7    	8    	8    	1    	
Vardas4446          Pavarde4446         3    	3    	4    	1    	7    	4    	6    	5    	10   	10   	5    	
Vardas4447          Pavarde4447         3    	9    	7    	1    	1    	10   	1    	4    	1    	10   	2    	
Vardas4448          Pavarde4448         4    	3    	6    	6    	4    	7    	4    	2    	10   	5    	4    	
Vardas4449          Pavarde4449         7    	5    	6    	9    	10   	9    	3    	3    	1    	1    	10   	
Vardas4450          Pavarde4450         10   	3    	5    	9    	9    	1    	5    	5    	4    	5    	5    	
Vardas4451          Pavarde4451         5    	1    	2    	1    	1    	9    	5    	5    	1    	9    	9    	
Vardas4452          Pavarde4452         6    	8    	4    	6    	7    	10   	9    	2    	8    	8    	6    	
Vardas4453          Pavarde4453         9    	1    	10   	3    	3    	8    	3    	7    	6    	1    	3    	
Vardas4454          Pavarde4454         3    	7    	5    	10   	10   	1    	1    	10   	1    	3    	1    	
Vardas4455          Pavarde4455         8    	3    	3    	4    	5    	1    	1    	4    	10   	1    	6    	
Vardas4456          Pavarde4456         8    	8    	7    	3    	8    	3    	8    	2    	5    	8    	3    	
Vardas4457          Pavarde4457         5    	4    	1    	6    	1    	9    	4    	7    	9    	5    	2    	
Vardas4458          Pavarde4458         9    	2    	2    	2    	6    	4    	6    	7    	3    	6    	6    	
Vardas4459          Pavarde4459         3    	6    	2    	4    	7    	8    	2    	4    	5    	3    	1    	
Vardas4460          Pavarde4460         10   	4    	1    	2    	10   	10   	6    	6    	3    	10   	9    	
Vardas4461          Pavarde4461         2    	5    	2    	2    	5    	4    	3    	3    	4    	7    	4    	
Vardas4462          Pavarde4462         3    	4    	1    	7    	10   	10   	5    	1    	5    	4    	5    	
Vardas4463          Pavarde4463         3    	2    	6    	10   	10   	6    	4    	1    	1    	8    	3    	
Vardas4464          Pavarde4464         5    	3    	10   	4    	2    	8    	9    	3    	5    	9    	8    	
Vardas4465          Pavarde4465         3    	3    	5    	4    	10   	9    	6    	6    	5    	9    	4    	
Vardas4466          Pavarde4466         10   	4    	10   	5    	6    	5    	4    	8    	9    	4    	8    	
Vardas4467          Pavarde4467         2    	3    	9    	10   	10   	8    	6    	5    	6    	4    	7    	
Vardas4468          Pavarde4468         5    	7    	5    	7    	5    	6    	2    	1    	6    	1    	2    	
Vardas4469          Pavarde4469         7    	1    	10   	2    	9    	9    	3    	5    	6    	7    	1    	
Vardas4470          Pavarde4470         3    	5    	5    	3    	1    	8    	1    	2    	10   	3    	3    	
Vardas4471          Pavarde4471         7    	8    	4    	6    	9    	10   	10   	6    	10   	7    	10   	
Vardas4472          Pavarde4472         6    	9    	6    	9    	5    	4    	7    	4    	5    	2    	6    	
Vardas4473          Pavarde4473         3    	3    	6    	1    	6    	9    	1    	7    	4    	8    	7    	
Vardas4474          Pavarde4474         4    	1    	3    	7    	2    	7    	1    	9    	5    	6    	2    	
Vardas4475          Pavarde4475         6    	2    	10   	10   	3    	9    	3    	8    	1    	6    	2    	
Vardas4476          Pavarde4476         4    	2    	7    	4    	8    	2    	3    	4    	8    	8    	5    	
Vardas4477          Pavarde4477         8    	3    	7    	7    	2    	3    	2    	2    	1    	8    	5    	
Vardas4478          Pavarde4478         8    	5    	9    	9    	6    	4    	3    	2    	9    	8    	9    	
Vardas4479          Pavarde4479         10   	6    	7    	4    	4    	8    	9    	5    	8    	9    	8    	
Vardas4480          Pavarde4480         10   	1    	9    	7    	6    	9    	1    	3    	2    	3    	1    	
Vardas4481          Pavarde4481         3    	4    	4    	6    	6    	2    	6    	3    	9    	9    	1    	
Vardas4482          Pavarde4482         7    	2    	3    	7    	7    	10   	1    	2    	5    	1    	5    	
Vardas4483          Pavarde4483         8    	7    	2    	5    	10   	6    	7    	1    	9    	9    	3    	
